hexID,slope_IC,NO,NumSpecies,LAT,LON,country,GDP,BC20,AC,AS,BC1,BC2,BC3,BC4,BC5,BC6,BC7,BC8,BC9,BC10,BC11,BC12,BC13,BC14,BC15,BC16,BC17,BC18,BC19,dx,dxx,dy,dyy,EL,BC21,HF,PC,RO,SL,TC,TP,TR,BD,CL,OC,pH,EC,CN,N2,BM,geometry
22524,0,0,0,-16.93102972,129.0000115,Australia,58783.83623,2433,-0.625113904,0.106462196,279,102,468,3391,372,154,218,298,237,318,220,537,139,1,111,414,7,97,12,0.003555464,-6.20E-05,-0.007759662,-1.74E-05,214.5,2782,0.250029147,-7.72E-05,14.6875,1.082059741,-2.08E-06,-1.4921875,3.8984375,,,,,,,,3,129.0000115|-16.93102972
18193,0,0,0,58.41054921,69.00001146,Russia,12285.6585,6293,-0.625107884,0.099262021,8,76,176,12322,227,-202,430,160,-94,175,-163,475,75,15,50,223,47,203,71,0.00070582,-7.01E-07,-0.002053689,-2.51E-06,96.875,748,1,6.66E-06,2.3125,0.173097372,-9.87E-06,-0.0546875,0.7890625,,,,,,,,9,69.00001146|58.41054921
7559,0.999863895,66863,87,41.52477935,-77.24998854,United States,59704.09773,9388,-0.624851882,-0.096802786,86,80,241,8642,254,-76,330,166,-32,202,-32,981,100,60,16,298,181,268,181,-0.08504495,0.000514985,-0.08235117,-2.43E-05,543.625,1007,3.472715139,0.000483143,102.1875,8.680465698,-4.07E-05,5.3515625,30.8046875,1.15,4,70.63,4.6,0,17,4.2,4,-77.24998854|41.52477935
4729,1,193391,19,51.9162083,-116.2499885,Canada,48579.06446,11304,-0.62462914,-0.69506681,-48,89,283,7978,121,-195,316,55,-107,61,-159,819,119,38,41,351,116,316,159,-0.369867414,0.000158588,-0.203398302,0.000130468,2624.6875,858,0,0.000195901,210.25,18.04525185,-1.64E-05,3.8515625,63.7578125,,,,,,,,5,-116.2499885|51.9162083
13715,0,0,0,35.02993402,7.500011459,Algeria,5021.616861,1762,-0.624611497,0.686378717,142,107,330,7246,322,-2,324,153,241,248,49,380,49,14,29,131,58,94,79,0.161373898,0.000119598,-0.1100922,-7.35E-05,1206.3125,1929,5.440790653,1.82E-05,120.5625,10.40306664,3.16E-05,0.1484375,36.5390625,1.38,22,28.33,6.7,2,11,1.89,8,7.500011459|35.02993402
7281,0.999710725,22500,48,27.23597411,-80.99998854,United States,59704.09773,6595,-0.624381363,0.204580948,228,74,408,3577,305,125,180,269,193,271,176,1263,195,40,53,551,124,518,140,0.000984416,-4.89E-07,-0.002639719,1.95E-06,12.875,1784,12.31999874,-1.21E-05,3.75,0.247131795,1.36E-05,0.03125,1.28125,1.57,20,5.94,8.2,1,9,0.63,5,-80.99998854|27.23597411
23991,0.995454545,214,5,-28.62215574,149.2500115,Australia,58783.83623,2453,-0.624359012,-0.245435521,205,104,395,5701,326,64,262,277,166,277,120,529,79,28,34,213,85,213,96,-0.001955643,-1.03E-05,-0.001725623,-2.15E-06,177.625,2139,7.181241035,-1.88E-05,2.6875,0.191473767,2.11E-06,-0.203125,0.84375,1.49,44,15.53,6.4,1,12,1.35,3,149.2500115|-28.62215574
14242,0,0,0,-11.7349149,15.00001146,Angola,3220.163304,8244,-0.624154031,0.580250502,184,99,571,777,265,92,173,185,168,193,168,1248,271,0,86,641,0,350,0,0.182327524,-0.000208042,-0.187330112,-0.000156119,1594.375,1653,8.173687935,-0.00026112,182.1875,15.24687767,-8.00E-05,-7.1328125,54.4765625,,,,,,,,7,15.00001146|-11.7349149
14540,0.999929577,26863,39,54.3791076,18.56477281,Poland,14583.85885,8366,-0.624067068,0.619108021,79,49,211,6610,205,-29,234,166,11,174,-7,510,68,23,33,191,69,190,77,0.048361462,-3.64E-05,-0.033958584,-1.47E-05,83.9375,773,32.47921753,3.59E-05,35.3125,2.866212606,-8.68E-05,-0.546875,11.40625,,,,,,,,4,18.56477281|54.3791076
8033,0,0,0,-1.342628835,-70.49998854,Colombia,6791.942771,25021,-0.624048889,-0.001301984,245,40,646,437,278,216,63,244,245,250,237,4117,490,235,25,1465,710,854,1076,0.00033696,1.32E-05,-0.010513237,6.16E-05,124.75,1218,0,4.79E-05,9.3125,0.737959385,2.68E-05,1.4921875,2.8671875,,,,,,,,1,-70.49998854|-1.342628835
22550,0,0,0,50.61730732,129.0000115,Russia,12285.6585,6506,-0.624024034,-0.282031178,0,88,159,16359,257,-300,557,197,-210,206,-243,558,128,4,95,376,13,338,18,-0.006200095,-1.20E-05,-0.015540576,-6.30E-05,210.375,868,6.828851223,-7.37E-05,10.9375,0.968866706,-1.12E-06,-1.3671875,3.3671875,,,,,,,,7,129.0000115|50.61730732
16592,0,0,0,5.152560042,47.25001146,Somalia,474.0850748,913,-0.623768866,0.531757295,278,92,712,709,346,217,129,283,279,287,268,192,53,0,118,149,1,92,91,0.004024903,-6.83E-06,-0.004781466,1.37E-06,157.6875,2528,2.271205425,-1.30E-06,4.875,0.391993105,-4.16E-06,-0.109375,1.359375,,,,,,,,3,47.25001146|5.152560042
23150,0,0,0,51.9162083,137.2500115,Russia,12285.6585,6921,-0.62324363,-0.358520865,-10,86,160,15508,240,-295,535,181,-214,182,-241,469,91,8,74,267,26,238,36,-0.041690283,-0.000242787,-0.027805064,-2.07E-05,194.6875,764,0,-0.00018052,30.875,2.661085606,-8.22E-05,-2.2890625,8.8203125,1.44,13,10.7,5.6,1,13,0.87,9,137.2500115|51.9162083
16549,0,0,0,35.02993402,46.50001146,Iran,5376.979647,3768,-0.623186707,0.000577799,71,125,315,9147,288,-107,396,-14,201,201,-50,899,156,0,82,456,3,3,410,-0.016642056,0.000126524,-0.050668776,-2.15E-06,2621.125,1552,7.151971817,0.000187432,52.625,4.191685677,-6.47E-05,1.671875,16.84375,1.49,27,12.07,6.5,1,13,1,4,46.50001146|35.02993402
20204,0,0,0,44.12267904,96.75001146,Mongolia,4078.593988,294,-0.622832417,-0.323331535,66,122,246,12938,308,-188,496,236,-97,236,-120,24,8,0,115,20,1,20,3,-0.001920775,-4.87E-06,-0.002801161,-1.07E-05,1198.8125,1562,0,-3.46E-06,3.0625,0.263993561,-1.21E-05,-0.265625,1.046875,1.45,28,9.23,7.2,8,11,0.92,6,96.75001146|44.12267904
5931,0,0,0,59.70937678,-99.74998854,Canada,48579.06446,6623,-0.62266475,0.694850147,-64,79,160,14330,192,-300,492,127,-253,130,-255,365,59,11,53,159,36,159,44,0.021920856,-6.74E-05,-0.007708196,-5.61E-06,305.4375,563,0,-7.53E-05,9.5,0.792982042,2.30E-06,-0.4609375,2.5390625,,,,,,,,9,-99.74998854|59.70937678
7675,0,0,0,59.70937678,-75.74998854,Canada,48579.06446,10332,-0.622642696,-0.654286385,-71,66,145,13082,156,-299,455,61,-262,100,-262,414,67,14,53,193,43,188,43,-0.011393312,-5.30E-06,-0.006496429,1.37E-05,150.75,420,0,-7.12E-06,6.125,0.53847456,1.55E-05,0.25,1.90625,,,,,,,,9,-75.74998854|59.70937678
9500,0,0,0,-13.03394606,-50.24998854,Brazil,10016.80197,9958,-0.622592926,0.09359958,266,72,549,1172,343,212,132,255,263,290,255,1458,273,2,84,811,10,83,811,0.001244566,4.49E-06,-0.010168958,4.31E-06,247.125,1600,6.099279404,-6.93E-06,9.9375,0.819716156,1.57E-05,0.171875,3.046875,1.35,11,23.13,5.5,0,13,1.79,3,-50.24998854|-13.03394606
21897,0,0,0,53.21509958,120.0000115,Russia,12285.6585,6281,-0.621398389,-0.442614138,-48,98,175,16164,212,-349,561,159,-252,159,-286,458,126,4,108,335,12,335,15,-0.118099302,0.000663565,-0.07642179,9.84E-05,939.75,724,0,0.000532215,76.125,6.698169708,0.000204118,6.8046875,21.6015625,,,,,,,,9,120.0000115|53.21509958
7077,0,0,0,63.90350261,-83.84676237,Canada,48579.06446,6724,-0.620879769,0.68520093,-103,56,124,13649,128,-320,448,84,-292,84,-292,297,51,8,57,145,26,145,26,0.007714059,-6.97E-06,-0.003330318,5.60E-06,68.4375,336,0.000258053,-6.57E-06,3.125,0.29362157,5.21E-06,0.0859375,0.9140625,1.36,16,13.72,5.2,1,11,1.06,9,-83.84676237|63.90350261
7759,0.89535865,2428,535,-5.239741489,-74.24998854,Peru,6426.993309,19452,-0.620874703,0.104982711,254,44,657,378,287,219,67,258,249,258,247,2293,239,119,23,711,359,672,390,0.000845676,-5.66E-06,-0.004849276,3.73E-06,105.6875,1205,1.047905803,1.39E-06,4.8125,0.322227269,-3.32E-06,-0.0390625,1.6171875,0.97,25,49.28,6,1,12,4.14,1,-74.24998854|-5.239741489
18683,0,0,0,57.11170632,75.75001146,Russia,12285.6585,6286,-0.620826304,0.506607413,6,77,177,12583,227,-210,437,160,-99,174,-170,464,69,15,47,205,46,198,71,0.007427375,-3.79E-05,-0.00404088,3.87E-07,132.375,750,1.250027895,-4.07E-05,4.125,0.362475067,3.17E-06,-0.21875,1.1875,,,,,,,,9,75.75001146|57.11170632
7851,1,2495,2,-49.40557053,-72.74998854,Argentina,12114.30162,5154,-0.620720029,-0.615893126,58,55,336,3654,143,-20,163,42,107,107,5,293,39,14,32,114,48,48,92,-0.046345651,0.000186339,-0.022826876,1.88E-05,332.6875,1255,3.230171919,0.000146869,30.3125,2.608503103,5.54E-05,1.9765625,8.9453125,,,,,,,,4,-72.74998854|-49.40557053
7977,0,0,0,-5.239741489,-71.24998854,Brazil,10016.80197,21722,-0.620706558,-0.498003691,252,47,658,380,288,216,71,253,248,257,244,2504,280,108,29,830,327,674,369,-0.015458999,6.44E-06,-0.01495476,-1.24E-05,123.4375,1181,0,5.82E-06,17.125,1.47905457,-1.18E-05,-0.1171875,5.4140625,,,,,,,,1,-71.24998854|-5.239741489
18731,0,0,0,40.22582068,76.50001146,China,8599.066028,946,-0.620397091,-0.346473247,48,108,271,9537,233,-165,398,139,-95,168,-95,112,18,2,68,54,6,51,6,-0.057633352,-0.000245845,-0.058628019,-0.000198156,2254.125,1383,5.250010967,-0.000184725,65.75,5.111198425,-0.000253953,-6.875,20.65625,,,,,,,,6,76.50001146|40.22582068
2988,0.997755102,482,4,59.70937678,-140.2499885,United States,59704.09773,58566,-0.620394647,-0.044523086,40,37,197,5431,138,-51,189,60,92,114,-29,4256,623,177,35,1772,614,904,1098,0.000666006,0.000145463,-0.0164262,2.90E-05,41.625,552,2.358646631,6.85E-05,18.375,1.469897985,0.000105536,1.3359375,6.4765625,,,,,,,,5,-140.2499885|59.70937678
26004,0.999529412,20392,94,-38.08926341,176.8337039,New Zealand,42063.14918,13215,-0.620355785,0.275740147,138,52,355,3217,217,70,146,96,185,185,96,1852,191,117,15,559,357,357,540,0.007523194,-1.68E-05,-0.01817598,2.57E-05,200.5,1200,7.8597188,-6.91E-05,25.75,1.821491718,7.85E-05,0.3046875,9.6640625,1.42,21,8.95,7.9,2,9,0.88,4,176.8337039|-38.08926341
15411,0,0,0,51.9162083,30.75001146,Belarus,6759.411967,7041,-0.620266557,0.11202658,73,73,229,8940,243,-76,319,191,-47,191,-47,569,77,30,30,226,94,226,94,0.006702533,2.79E-05,-0.011964608,3.04E-05,124.375,830,21.56206512,5.97E-05,10,0.831121683,-1.51E-06,0.828125,3,,,,,,,,4,30.75001146|51.9162083
8688,0,0,0,1.255447311,-61.49998854,Brazil,10016.80197,13353,-0.62017566,-0.048018452,260,48,617,722,305,227,78,251,269,270,248,1910,318,58,59,941,184,263,874,-0.001010844,3.88E-07,-0.005629673,1.10E-05,47.875,1462,0,-2.80E-05,7.5,0.499140143,3.94E-05,0.2265625,2.9140625,,,,,,,,1,-61.49998854|1.255447311
180,0,0,0,-14.28590555,-178.1236505,France,40719.32418,20627,-0.619829476,0.126281455,250,12,410,547,265,236,29,257,242,257,242,4051,452,217,26,1338,655,1338,655,0.025648944,0.000110905,-0.068192944,0.00017135,333.5625,1463,,0.000412191,101.9375,7.281402588,-0.000141907,5.515625,32.390625,,,,,,,,,-178.1236505|-14.28590555
14573,0,0,0,-1.342628835,19.50001146,"Congo, Dem. Rep. of the",485.2785771,14864,-0.619824529,-0.361755341,241,44,686,371,273,208,65,236,240,246,236,1953,258,68,34,742,212,500,742,-0.009468593,3.04E-05,-0.02228128,-3.40E-05,351.6875,1327,6.675329685,-3.24E-05,20.1875,1.736153722,2.88E-05,-0.0625,7.171875,,,,,,,,1,19.50001146|-1.342628835
10267,1,202,3,-3.034523311,-39.92172446,Brazil,10016.80197,6016,-0.619716287,0.446941018,274,55,693,488,319,239,79,268,279,282,268,1192,308,3,110,916,10,49,916,0.003643267,-3.88E-07,-0.005154761,-2.51E-05,33.0625,1894,12.35004997,-1.01E-05,6.625,0.477363527,-1.54E-05,-0.5078125,2.4453125,,,,,,,,1,-39.92172446|-3.034523311
23919,0,0,0,67.50189313,147.7500115,Russia,12285.6585,4451,-0.619504571,-0.20582442,-128,63,113,18094,174,-384,558,105,-185,120,-356,234,40,7,52,112,22,108,47,-0.02142089,-7.87E-06,-0.048686925,-0.000158602,320.8125,545,0,-0.000135695,32.5,3.287503004,-3.01E-05,-3.234375,10.953125,,,,,,,,9,147.7500115|67.50189313
15512,0,0,0,30.91607901,32.20173802,Egypt,3149.56844,241,-0.619452953,0.130012557,217,88,382,4976,335,106,230,150,276,283,149,43,9,0,96,26,0,0,23,0.000274631,6.04E-06,-0.002266209,-6.05E-06,2.125,2151,8.250360489,-4.95E-06,3,0.202976614,4.94E-06,-0.03125,0.9375,,,,,,,,7,32.20173802|30.91607901
22984,0.997037037,1618,32,45.42161937,135.0000115,Russia,12285.6585,8450,-0.619240582,-0.070672378,18,82,177,13293,232,-232,464,189,-159,189,-181,645,115,12,70,343,36,343,41,-0.031525537,0.000462317,-0.094610415,0.000179143,502.3125,865,0,0.000171392,99.1875,8.284686089,0.000461531,8.2109375,31.0390625,,,,,,,,4,135.0000115|45.42161937
16272,0,0,0,23.33894727,42.75001146,Saudi Arabia,22792.6257,412,-0.619013548,-0.281870186,265,126,392,6775,420,98,323,251,347,351,167,128,39,0,110,106,0,0,34,-0.001246763,3.21E-06,-0.002370229,3.91E-07,960.75,2956,4.021420002,-2.57E-06,3.4375,0.203062281,-3.28E-07,0.0625,1.296875,1.34,25,6.05,7.4,1,11,0.78,6,42.75001146|23.33894727
14431,0.999967842,80179,48,54.51398033,17.25001146,Poland,14583.85885,8489,-0.618756771,-0.168569311,80,54,228,6536,208,-30,238,173,12,173,-6,689,83,34,26,231,112,231,116,-0.001621223,3.43E-06,-0.004514237,1.39E-05,77.0625,740,16.57157898,7.47E-06,3.375,0.328451037,9.91E-06,0.3046875,1.2265625,,,,,,,,4,17.25001146|54.51398033
20086,0,0,0,20.7409152,95.25001146,Myanmar,1236.911967,4084,-0.618666053,-0.460020065,258,76,330,3057,365,134,231,270,218,298,204,705,143,1,88,394,5,246,10,-0.01105363,1.11E-06,-0.011685554,2.10E-05,247.3125,1823,23.89297104,1.09E-05,12.1875,1.05166173,1.12E-05,0.4375,3.765625,0.98,19,81.24,5.6,1,18,4.04,2,95.25001146|20.7409152
15437,0,0,0,-22.12711259,31.50001146,Mozambique,554.4824155,2479,-0.618602574,-0.53081435,232,102,504,3374,316,113,203,266,175,267,175,493,106,4,92,314,12,301,12,-0.007342322,1.08E-05,-0.00941462,8.22E-06,316.3125,1915,4.270350933,5.91E-06,9.1875,0.807855844,1.31E-05,0.3515625,3.0390625,,,,,,,,3,31.50001146|-22.12711259
23694,0,0,0,49.17600271,144.249878,Russia,12285.6585,11702,-0.618207574,0.021934349,11,39,118,9732,167,-159,325,132,-133,142,-133,629,95,23,44,277,69,239,69,-0.001646682,2.44E-05,-0.016994378,-4.89E-05,53.8125,563,6.349556923,-4.37E-05,22.4375,1.801784992,1.94E-05,-0.7734375,7.2890625,,,,,,,,,144.249878|49.17600271
13724,1,34833,22,58.41054921,7.500011459,Norway,88001.95656,24261,-0.617765546,0.488722622,63,49,222,5911,183,-36,220,43,78,147,-12,1509,191,65,32,541,211,330,426,0.063001864,-0.000108169,-0.034407724,7.93E-05,261,734,5.345719814,-0.000213323,47.8125,3.502497196,0.000183229,1,15.65625,1.36,31,21.37,6.6,1,11,1.81,4,7.500011459|58.41054921
23560,0,0,0,-15.63200362,143.2500115,Australia,58783.83623,4788,-0.617729723,-0.1800282,261,88,531,2106,342,175,166,274,232,289,227,1067,278,2,115,825,8,413,10,0.000699374,-7.10E-06,-0.007048942,-1.61E-05,134.5,2293,0,-2.58E-05,7.0625,0.567668915,2.64E-06,-0.453125,2.125,,,,,,,,3,143.2500115|-15.63200362
18462,0,0,0,49.31839734,72.75001146,Kazakhstan,10597.26442,2289,-0.61733675,0.08735203,38,98,224,12452,262,-177,439,198,-84,198,-131,318,36,19,21,102,60,102,64,0.002579271,2.36E-05,-0.013082658,-3.88E-07,602.1875,1170,5.250030994,-1.36E-05,11.875,0.97578752,3.68E-05,0.1953125,3.8984375,,,,,,,,6,72.75001146|49.31839734
12841,0,0,0,29.83397585,-4.499988541,Algeria,5021.616861,126,-0.617082417,-0.409437597,247,123,322,8344,442,60,381,152,358,364,128,65,14,1,78,40,3,3,24,-0.00539375,1.41E-05,-0.014851193,1.31E-05,588.125,3328,1,1.56E-05,15.8125,1.251271129,1.17E-05,0.4765625,5.1015625,1.51,15,5.68,8.1,1,9,0.75,6,-4.499988541|29.83397585
13437,0,0,0,20.7409152,3.750011459,Algeria,5021.616861,121,-0.616821527,-0.356066197,268,139,428,6275,417,93,324,335,185,340,171,28,11,0,134,25,0,10,0,-0.001548226,2.43E-06,-0.003150018,-7.24E-06,626.25,3632,0.250256389,-3.51E-06,3.1875,0.252066582,-1.30E-06,-0.1015625,0.9453125,0.89,15,113.97,5.1,1,14,8.56,6,3.750011459|20.7409152
7955,0,0,0,79.91666667,-71.83333333,Canada,48579.06446,7099,-0.61674273,0.607286036,-198,28,81,12081,-4,-354,350,-25,-330,-21,-334,69,11,3,46,32,10,24,12,0.626429796,-0.002231667,-0.1253701,0.000451402,1057.9375,195,0,-0.001655116,122.9375,10.85491085,0.000647382,7.7734375,38.3203125,,,,,,,,9,-71.83333333|79.91666667
15579,0.999714286,347,4,63.60574824,33.00001146,Russia,12285.6585,9179,-0.615888953,0.548897564,21,63,185,9453,207,-134,342,147,-71,155,-107,584,81,26,38,233,78,209,84,0.01345181,4.68E-05,-0.010159574,8.11E-06,147.25,602,2.475718498,-1.15E-05,8.9375,0.775808275,6.63E-05,0.3515625,2.8828125,,,,,,,,9,33.00001146|63.60574824
20800,0.999130435,911,6,35.02993402,105.0000115,China,8599.066028,5635,-0.615688324,-0.070174083,73,100,286,8378,239,-111,350,180,-50,182,-50,561,106,2,81,312,10,287,10,-0.028929692,0.000281286,-0.157583639,0.000406762,1944.625,998,15.4161129,0.000489746,119.1875,11.60836029,0.000185413,11.9609375,41.6640625,,,,,,,,7,105.0000115|35.02993402
5971,0.997877527,23510,363,22.03993254,-98.99998854,Mexico,10344.97195,7635,-0.615353465,-0.575962186,242,83,435,3341,326,136,190,275,198,279,188,1180,235,20,82,664,63,481,75,-0.020414628,5.86E-05,-0.018693991,-5.48E-06,230.6875,1740,20.15624809,2.84E-05,20.25,1.739786983,2.46E-05,0.90625,6.4375,,,,,,,,1,-98.99998854|22.03993254
17426,0,0,0,48.01947899,58.50001146,Kazakhstan,10597.26442,1416,-0.615026295,0.537666917,67,96,208,13109,309,-150,459,10,181,240,-111,239,24,13,18,72,41,54,57,0.002966034,-7.33E-06,-0.002934148,4.85E-06,241.125,1439,3.252187252,-4.33E-06,2.9375,0.240265712,1.85E-06,0.03125,0.9375,,,,,,,,6,58.50001146|48.01947899
11438,0,0,0,65.78548637,-23.7364462,Iceland,59584.16094,,-0.61484915,-0.728267848,31,23,186,3613,98,-24,122,1,82,87,-8,964,108,43,32,323,131,160,287,-0.111810476,-0.00051185,-0.034404494,-4.46E-05,15.6875,,,-0.000566153,37.5,3.496397257,2.40E-05,-2.6484375,11.0859375,1.42,14,27.78,5.1,0,14,1.95,9,-23.7364462|65.78548637
5215,0.999987827,16422,16,40.22582068,-109.4999885,United States,59704.09773,1334,-0.614464641,-0.596833229,105,114,279,9884,325,-83,408,135,-14,244,-30,252,32,14,23,89,44,64,48,-0.016170559,1.89E-05,-0.012867096,-1.34E-05,1547.875,1626,2.768803596,1.71E-05,12.8125,1.083746672,-1.16E-05,-0.046875,3.71875,,,,,,,,6,-109.4999885|40.22582068
23922,0,0,0,75.29283844,147.7500115,Russia,12285.6585,7996,-0.61436528,-0.235064343,-131,21,69,10983,17,-281,298,8,-250,8,-267,187,30,7,53,89,22,89,26,-0.006614315,2.99E-05,-0.003225191,-1.43E-05,39.3125,193,0,4.79E-05,4,0.314699322,-3.22E-05,-0.25,1.328125,1.1,42,26.43,5.1,3,16,1.73,9,147.7500115|75.29283844
20134,0,0,0,4.30283363,96.47662609,Indonesia,3788.369479,19065,-0.61425525,-0.679685771,226,46,758,378,257,197,60,223,225,232,222,3578,432,187,28,1225,562,765,920,-0.186878905,-0.000250075,-0.176613376,-9.89E-05,716.9375,1473,3.358264208,9.98E-05,176.5625,15.22496128,-0.000437296,-6.984375,52.0625,0.96,25,85.37,5.1,1,14,4.31,1,96.47662609|4.30283363
21946,0,0,0,38.83078807,121.2531586,China,8599.066028,4294,-0.614180624,-0.674836278,113,27,90,9297,253,-44,297,240,-13,240,-14,610,172,7,100,444,23,444,32,-0.063397348,8.47E-05,-0.048778404,-2.65E-05,34.9375,1338,46.10592651,-6.08E-05,47.5625,4.234947205,0.000120141,0.5078125,14.7734375,,,,,,,,4,121.2531586|38.83078807
15994,0,0,0,9.049667327,39.00001146,Ethiopia,673.2230294,6279,-0.614061177,-0.564526498,156,95,607,1157,233,77,156,146,143,175,143,1021,280,5,107,826,16,181,16,-0.012142521,9.13E-06,-0.017495206,-4.98E-05,2481.0625,1696,14.28918171,-1.71E-05,15.6875,1.361407995,-2.36E-05,-0.8125,4.796875,,,,,,,,7,39.00001146|9.049667327
5648,1,563,2,32.431963,-103.4999885,United States,59704.09773,1401,-0.614002228,0.049082562,170,125,366,7664,332,-9,341,240,78,268,60,368,60,10,63,175,32,150,32,-0.00482439,3.88E-05,-0.014980478,2.21E-05,1123.8125,2555,4.256474495,4.71E-05,13.25,1.124719024,1.38E-05,1,4.203125,1.47,15,6.4,7.4,1,10,0.69,6,-103.4999885|32.431963
21704,0,0,0,-23.42612713,117.7500115,Australia,58783.83623,794,-0.613025308,0.617028832,260,114,400,5966,392,106,286,329,259,335,170,243,49,4,68,139,12,104,45,0.005137185,-4.60E-06,-0.004875843,6.65E-06,339.1875,3349,3.250046968,-3.29E-06,5.125,0.456760108,5.35E-06,0.0546875,1.7109375,,,,,,,,6,117.7500115|-23.42612713
20573,0,0,0,12.00678759,102.3847444,Thailand,6287.981249,20674,-0.612646699,0.152947694,274,28,475,664,299,240,59,275,264,284,264,3898,809,17,88,2301,79,913,79,0.028340247,8.88E-05,-0.050814785,-0.000121007,32.5,1725,7.386526108,-0.000286729,63.8125,4.933644295,0.00025841,-0.6953125,21.1640625,,,,,,,,1,102.3847444|12.00678759
15243,0,0,0,40.22582068,28.50001146,Turkiye,10687.42346,4521,-0.61227107,-0.596146107,160,83,302,6816,307,32,275,75,256,256,70,761,133,15,58,373,53,53,282,-0.011632306,-2.39E-05,-0.008375432,-7.16E-12,24.6875,1404,20.76682663,-1.16E-05,9.1875,0.817574859,-1.22E-05,-0.28125,2.859375,1.3,18,69.11,5,0,13,4.04,8,28.50001146|40.22582068
17181,0,0,0,-21.32140583,55.53650341,France,40719.32418,8032,-0.612191916,-0.780861199,214,10,157,1824,245,185,61,239,199,239,190,1872,337,53,57,963,169,963,312,-0.083316073,1.12E-06,-0.061742906,3.97E-05,568.0625,1658,28.24283028,2.81E-05,65.3125,5.701586723,1.24E-05,0.8125,18.015625,1.44,26,25.11,6.3,0,11,2.21,1,55.53650341|-21.32140583
18507,0,0,0,24.63795922,73.50001146,India,1773.167844,3328,-0.612050056,0.450965762,232,110,383,4728,366,78,288,253,170,295,155,700,245,1,146,671,5,163,8,0.046669703,-5.53E-05,-0.036292225,-7.43E-05,729.0625,2229,14.27478123,-0.000157099,41,3.508064747,2.84E-05,-2.40625,12.578125,,,,,,,,2,73.50001146|24.63795922
19393,0,0,0,61.00818728,85.50001146,Russia,12285.6585,9231,-0.611994863,0.201032087,-22,73,152,13815,228,-254,482,157,-127,171,-214,556,73,23,35,211,69,188,105,0.007000675,-0.000168102,-0.017600862,-4.08E-05,100.25,638,0,-6.70E-05,16.125,1.339576602,-0.000141672,-1.625,5.25,,,,,,,,9,85.50001146|61.00818728
22367,0,0,0,-0.409764986,127.2040417,Indonesia,3788.369479,12526,-0.611618459,-0.420312613,252,14,587,281,263,240,24,254,252,255,247,2202,232,138,17,683,416,512,486,-0.064377166,-0.000226415,-0.085496783,-0.000165867,382.5,1531,5.194122791,-0.00031719,93,7.332691669,-6.84E-05,-7.8671875,30.3984375,1.29,14,43.94,5.6,0,12,2.96,1,127.2040417|-0.409764986
22719,0,0,0,64.90449316,131.2500115,Russia,12285.6585,10111,-0.611571312,0.305340081,-158,68,118,18755,148,-431,579,93,-390,93,-404,381,77,5,86,231,16,231,21,0.109063186,0.000157348,-0.099727653,0.000227638,1356.4375,435,0,-4.23E-05,86.6875,7.67811203,0.000416586,5.1796875,27.2578125,1.4,26,6.3,8.5,2,9,0.65,9,131.2500115|64.90449316
24628,0,0,0,68.8005379,157.5000115,Russia,12285.6585,4175,-0.611228347,0.084684715,-112,62,119,16510,169,-354,523,101,-175,114,-322,189,33,6,48,87,19,85,43,0.002229107,-5.60E-05,-0.006521942,-1.20E-05,39.1875,440,0.445551693,-3.28E-05,5.8125,0.497520864,-3.52E-05,-0.390625,1.96875,,,,,,,,9,157.5000115|68.8005379
15499,0,0,0,-2.641666747,32.25001146,Tanzania,975.1557899,5872,-0.611110985,-0.604853272,213,64,667,776,270,174,96,209,216,226,203,1107,168,10,59,478,33,133,458,-0.031429421,1.16E-06,-0.033574,-6.01E-05,1272.6875,1774,10.48985481,-2.06E-05,34.75,3.073446989,-3.83E-05,-1.171875,10.625,,,,,,,,3,32.25001146|-2.641666747
2006,1,223,2,57.11170632,-153.7499885,United States,59704.09773,20174,-0.61100167,-0.518963754,33,34,203,4704,125,-42,167,52,-14,105,-21,1596,190,92,22,566,287,404,323,-0.236056969,-0.000631565,-0.223258555,-0.000388987,360.4375,725,0.275207162,-0.000251831,180.75,16.4179554,-0.000678809,-11.625,56.03125,,,,,,,,5,-153.7499885|57.11170632
22152,0,0,0,7.750632424,123.7500115,Philippines,2997.748111,19861,-0.610973895,-0.56205678,258,36,626,415,291,234,57,255,266,266,255,1845,220,66,38,655,198,198,606,-0.165219083,0.000366473,-0.157874048,-0.000118125,292.75,1573,13.35185719,2.38E-05,169.3125,14.9966507,0.000227722,4.90625,52.15625,,,,,,,,1,123.7500115|7.750632424
19217,0,0,0,28.53497671,83.25001146,Nepal,974.3129794,8838,-0.610850155,-0.673243105,70,94,350,6292,172,-97,269,148,6,148,-20,1866,520,10,118,1526,40,1526,71,-0.368068933,-0.000181898,-0.269674242,9.03E-05,2984.125,1276,7.977107048,-0.00053204,306.75,24.70950317,0.00041918,-1.03125,99.328125,,,,,,,,5,83.25001146|28.53497671
20683,0,0,0,14.24579478,103.5000115,Cambodia,1288.229864,7563,-0.61081332,-0.2632429,276,61,466,1472,333,202,132,277,252,295,252,1335,259,3,80,730,10,183,50,-0.000764462,6.78E-11,-0.002508099,-1.18E-05,59.75,1901,11.29612541,-3.13E-06,4.0625,0.207483038,-5.01E-06,-0.234375,1.46875,1.19,10,45.13,4.9,0,15,2.93,2,103.5000115|14.24579478
